evt_tx_hash,from,to,tokenid,value
0xcd4e3739ba72d9b6dfb605eb9589ff21befd72e71aec488ce108ef15c314d176,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,10000000
0x9ca4548b5d4786670fb7787fa06ac2d88fdf8d3af7ee6021102a7de8512e3304,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,19,2589218
0x9ca4548b5d4786670fb7787fa06ac2d88fdf8d3af7ee6021102a7de8512e3304,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0x7a702d691b97d53a8a79abb5aae7ce2a036fd206b7617674a5e16b8c114af483,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x06ce24e376c40fff32e7ef69e6deb203836fcb1bc76202a506093d6b9b02b3af,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,19,2522937
0x06ce24e376c40fff32e7ef69e6deb203836fcb1bc76202a506093d6b9b02b3af,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0xef21c1e159a78ac80ee75d61313b710a7bea55c0a85b4b9f1c7b199291e8ba90,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,17,2513262
0xef21c1e159a78ac80ee75d61313b710a7bea55c0a85b4b9f1c7b199291e8ba90,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0xd73f182d0219131b46b83a6dfcd8130a9fa8646ce94f0e341f7565c902f3ca66,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,20000000
0xc01891d91a866bddf7ce440d77702e05fd8ebb404a5667b39b94df198fbcbe99,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,9,2528772
0x6eeba4637e06fee0342a01356711eff1c51be45c2735c7d0062db550f59db0a0,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0xe77e13e3ef04409877aaf258f8f84cc3273e37c57f64b1b5aa11d927ff54308e,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,0x0000000000000000000000000000000000000000,19,8000000
0xe77e13e3ef04409877aaf258f8f84cc3273e37c57f64b1b5aa11d927ff54308e,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0x238fe1c9930ad6c682a2ba01affc76f33ae103141ed12a029061ad1a3aa2399f,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,19,5153030
0x238fe1c9930ad6c682a2ba01affc76f33ae103141ed12a029061ad1a3aa2399f,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x3f5227df3f47f701f49b372766116afa0c88d43f345c560cc3a3896f589cd4e3,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,9,2307429
0x3f5227df3f47f701f49b372766116afa0c88d43f345c560cc3a3896f589cd4e3,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x235b899db28251bcacd06deea45e6f3110596411e1178b8ae3106fb5306245cd,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,20000000
0xf543986a381e33bfbb759b52ca37beb6866e5e1ea58bf33cde0701cab28a0ff8,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,23,2041117
0xf543986a381e33bfbb759b52ca37beb6866e5e1ea58bf33cde0701cab28a0ff8,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0xa52f0af1ecec595467de83c23fef2f1e8a3c2d0862fd4a5718431e60142b0d13,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,9,2132608
0xa52f0af1ecec595467de83c23fef2f1e8a3c2d0862fd4a5718431e60142b0d13,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x08a972dd0cdef6bd9bbfad5355be304758f82b54dc8ee013fdde6bab6d5d82e2,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,14,2200684
0x08a972dd0cdef6bd9bbfad5355be304758f82b54dc8ee013fdde6bab6d5d82e2,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x9848a33a7bd4687cd43c17007e8075317a6cad4178bfb653674a290f86e8dbd7,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,9,2199923
0x9848a33a7bd4687cd43c17007e8075317a6cad4178bfb653674a290f86e8dbd7,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0xcc4b5b6c584c291c666f504891f69b9ec0f37a664de9f7e1e4bae580711452ba,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,13,2274317
0xcc4b5b6c584c291c666f504891f69b9ec0f37a664de9f7e1e4bae580711452ba,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x852473f9855d005f58cdca0688351928aa2c05a6043641167834686d7850975f,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,19,2244701
0x852473f9855d005f58cdca0688351928aa2c05a6043641167834686d7850975f,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x48a8f6acb98fa8cadb4a7bbd0c6e109e7e3e10b6c7f603e15c89e711bc3a4c72,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,20,1097141
0x48a8f6acb98fa8cadb4a7bbd0c6e109e7e3e10b6c7f603e15c89e711bc3a4c72,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x542e02c31dc52362ee848fe5c8bb89e0a5aac23b6132fd743487201ac436d119,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,19,1875404
0x542e02c31dc52362ee848fe5c8bb89e0a5aac23b6132fd743487201ac436d119,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x7051039df388b4b6abee6448466538d9edb377d7c136888968655259c7ff139a,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,19,2321605
0x7051039df388b4b6abee6448466538d9edb377d7c136888968655259c7ff139a,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x50972c54020ebd0cc306709a8834be0b93d0132226d0851a1dd616c1d23c1abd,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,26,3937032
0x50972c54020ebd0cc306709a8834be0b93d0132226d0851a1dd616c1d23c1abd,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0xc991bc65197cccf9d1a64fe72dd2aa3f931d68a6100819004a8c543b1ad24fe0,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,19,2145028
0xc991bc65197cccf9d1a64fe72dd2aa3f931d68a6100819004a8c543b1ad24fe0,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0xc39f89bc049495738867122f2c7e1e95360d00e9c61a1d4928bc82b897adb370,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,9,2512385
0xc39f89bc049495738867122f2c7e1e95360d00e9c61a1d4928bc82b897adb370,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x4102a159cb307f425896a29e9c8f1e31ac54b4437e72be19d26d0ecfbad152bb,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,19,2160033
0x4102a159cb307f425896a29e9c8f1e31ac54b4437e72be19d26d0ecfbad152bb,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x37bb8bd728e85623f5dc677756b65355c2ebfcef238a1546ea516dd491288107,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,23,1954051
0x37bb8bd728e85623f5dc677756b65355c2ebfcef238a1546ea516dd491288107,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x474ab52111dd5e07af0bdbb5a1f7cb7e6b64868a2222ee45e6b148987fd451ab,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,19,2036060
0x474ab52111dd5e07af0bdbb5a1f7cb7e6b64868a2222ee45e6b148987fd451ab,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,5,10180300
0x474ab52111dd5e07af0bdbb5a1f7cb7e6b64868a2222ee45e6b148987fd451ab,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0xff06fefeecbcb83b83e4f403251fa3e5187f0138ec03dd63bcf105686d018af8,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,13,2108756
0x82785dc6b02b08b76d350adf1d84129f80cda3802eb7d098299f6e2922cb0d93,0x0000000000000000000000000000000000000000,0x5302d0b614947ec0b2c3607c838ceb0262027560,9,2418743
0xff06fefeecbcb83b83e4f403251fa3e5187f0138ec03dd63bcf105686d018af8,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x82785dc6b02b08b76d350adf1d84129f80cda3802eb7d098299f6e2922cb0d93,0x0000000000000000000000000000000000000000,0x5302d0b614947ec0b2c3607c838ceb0262027560,32,10000000
0xc82855c35ccbf28f25d9d6917fa53f30602b57bdbc21f1fa107c0d67daa8b379,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,9,2257078
0xc82855c35ccbf28f25d9d6917fa53f30602b57bdbc21f1fa107c0d67daa8b379,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0x86d6b424624c1fe12d71466d656f1fe642c9f0e7952c165ca71214a74f935dad,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,19,2350331
0x86d6b424624c1fe12d71466d656f1fe642c9f0e7952c165ca71214a74f935dad,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x98f8b253491ef13e674e636db5746e514c33b4b8edc93cf0d010f8a68b40e2bf,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,20,1009972
0x98f8b253491ef13e674e636db5746e514c33b4b8edc93cf0d010f8a68b40e2bf,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x56b146fed5e760612572207654c5d674c753ea4df8442c642df82c4b4737a876,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,20,1108831
0x56b146fed5e760612572207654c5d674c753ea4df8442c642df82c4b4737a876,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0xf0d7a7c3c9a7854dd707cf8313087a94aefd1f04f7ecf72d5af4bb41e0a8da85,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,20,1103609
0xf0d7a7c3c9a7854dd707cf8313087a94aefd1f04f7ecf72d5af4bb41e0a8da85,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x2b68730c105c159fb5ad8faa1e5eb583d27878b5dbc4484dcc72c2638f0aadcf,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,20000000
0x3c38c8decdf8eeb743cb76e3a7d2c88d17616a56324d16019e21bae275e6a6d2,0x778f7434956b899303708fa3c5fad85bf9d93e06,0x0000000000000000000000000000000000000000,9,4000000
0x3c38c8decdf8eeb743cb76e3a7d2c88d17616a56324d16019e21bae275e6a6d2,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,10,2096250
0x3c38c8decdf8eeb743cb76e3a7d2c88d17616a56324d16019e21bae275e6a6d2,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0x40a4dfafd535d8580630632c8307d24af833c9b02bb130e93286e78aa7982bb3,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,0x0000000000000000000000000000000000000000,9,8000000
0x40a4dfafd535d8580630632c8307d24af833c9b02bb130e93286e78aa7982bb3,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0x6e4fa82ad9a86a875e442ffad5b6cf66b62443631e3854ef24dc9b27decf1af0,0x778f7434956b899303708fa3c5fad85bf9d93e06,0x0000000000000000000000000000000000000000,19,4000000
0x6e4fa82ad9a86a875e442ffad5b6cf66b62443631e3854ef24dc9b27decf1af0,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,18,2245000
0x6e4fa82ad9a86a875e442ffad5b6cf66b62443631e3854ef24dc9b27decf1af0,0x0000000000000000000000000000000000000000,0x778f7434956b899303708fa3c5fad85bf9d93e06,32,10000000
0xfb9637c7191d7a8bba4b9895885867cfae5ecaed56d26d9026a5aa3e82c409e0,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x57d1a59b092167249e1276dd96bfffff94f1827977a5f9c8ad1eb7b904d89723,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x1891f4e895c8103455eba02279d2298d293eb5f100114579d1a1958d1adf3ade,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x3ee6ebb2dbaef87f9e12c5b4df03da2c0b04e778bd23cf5ae8d5ec017c4b19d7,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,9,4811926
0x3ee6ebb2dbaef87f9e12c5b4df03da2c0b04e778bd23cf5ae8d5ec017c4b19d7,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0xeda413577a96562fedbdb62a3efcf25428f5352c1ee8a5f1698d5ffee0179af2,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,19,2370676
0xeda413577a96562fedbdb62a3efcf25428f5352c1ee8a5f1698d5ffee0179af2,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0xa790d07eb2bcfebbda76d39d13999aa0da05f2e2399ccf1484e0cbcd03f3c0f7,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,17,2560131
0xa790d07eb2bcfebbda76d39d13999aa0da05f2e2399ccf1484e0cbcd03f3c0f7,0x0000000000000000000000000000000000000000,0xa4e7918fb5f4a8c12f9513b193be1d764d5757dc,32,10000000
0x5dce2fa2243171b324a14895bea7dbaf96926bebcbd0e41acfd4f77622eee180,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,19,4388736
0x5dce2fa2243171b324a14895bea7dbaf96926bebcbd0e41acfd4f77622eee180,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,32,10000000
0xcb9e84267cbb64211ee97a12641659c1e10c6f75be93e7e51033d2c962c9b407,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,9,1932065
0xcb9e84267cbb64211ee97a12641659c1e10c6f75be93e7e51033d2c962c9b407,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,10000000
0x98ede3b6be8b18dd5e9c087e659620974c54e9063dbc7ab04c9eed4b6c07e2a0,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,19,2481470
0x98ede3b6be8b18dd5e9c087e659620974c54e9063dbc7ab04c9eed4b6c07e2a0,0x0000000000000000000000000000000000000000,0x954149c9febade512b1b6c5645bc7aad04053a58,32,10000000
0xfce626593ac1f3e9b3c9bfa48f5c21d1db6f357210456fab7cc815dc6f545457,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,0x0000000000000000000000000000000000000000,19,8000000
0xfce626593ac1f3e9b3c9bfa48f5c21d1db6f357210456fab7cc815dc6f545457,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,32,10000000
0x53738183238c208450762efd95171b1a568ecf69336fefaac7420826b3507310,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,0x0000000000000000000000000000000000000000,9,8000000
0x53738183238c208450762efd95171b1a568ecf69336fefaac7420826b3507310,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0xe529c7b8f16796744e15da4cf767269d9a23b230011b3cc1de1cea6e8561a94a,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x5b3618e2650d8e34663874ed3115b57eeb89cb420c9435c28f127183dda13f65,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x3023364f80d727e8101253cefdae9f3a29d1541831f5a8ceb4259355749e8ac1,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,15,2426902
0x3023364f80d727e8101253cefdae9f3a29d1541831f5a8ceb4259355749e8ac1,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,10000000
0x3e949aace20542c1406d43debaafadb75e9b9c5ccaa0c26fcf285d663d6354ff,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0x411942d896984c578d844e595c1ba6481c278dcdb99f5e97869f49337814d829,0x0000000000000000000000000000000000000000,0x5ba3e11abf8c93186637847ec590fcd3aa588bd2,32,20000000
0xd4e241947b9464d949eaa66d3b01fe12f4d69678ca25607a9f7bd63c43bc7135,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,19,2632252
0xc01891d91a866bddf7ce440d77702e05fd8ebb404a5667b39b94df198fbcbe99,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,10000000
0xa5513dc797236f964d6747b78f53437fc24846c3c64cc4fc046c77396cf38ca0,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0x21e3fac4e229c97c9471c1622ee044bf6e4b81aa80b5d60e9cf3298b0a4a1b89,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0xea30702388f4501b4133738731d0ced02a6e19875c6c7665c77601e74102a5a1,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,19,2383648
0xea30702388f4501b4133738731d0ced02a6e19875c6c7665c77601e74102a5a1,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0xca9846d7dd1607b469baba35049cd4482ce3094601a61e32d099c345c188d8d8,0x0000000000000000000000000000000000000000,0x22de809abc7257fac7e41a175a09fe0be68ae33c,32,20000000
0x14055c15f1435af4eb9adab878899a70a5dd9ad62a6378d3d2cc47c0ac18942a,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x4db1f29755756d039b9008eb69c1d864d2b71a94328dac1ad90d58cb0d72ac90,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,100000000
0x883fc0dd21c6b154eea932252dc5af7fc9a717d3344500cd0d95e03d24fb3928,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,20000000
0x4f0f052cbede25c823739ed28cdcb456cc1df1399c24645007565c44a52f6a5d,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,23,4559312
0x4f0f052cbede25c823739ed28cdcb456cc1df1399c24645007565c44a52f6a5d,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x28c5590cb114eb1987d703914855ee88c3d356b13276db60f6670a581528017e,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xb459b484ca9a09ed0eada1edfb2bd11fb02b5d62aeac910b2be49eab0018903d,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x0023f944b49f4553e2b2a896d6904d50db188105372d8271a8f0e68c7ef05b28,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0x68a9ef2c49b18b82d49f724ab4dc3c4bd50f76c91067ac2e66019b8f604d81c2,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0xc32cc814b60b5ebc20f9467d0a74555db319760aff4a65ee245797c2cc7723b6,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,20000000
0x7c4b6362964614868ba80f6ef90f13507e18864cb519eec20927e0ae8ee6ba42,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,19,2403849
0x7c4b6362964614868ba80f6ef90f13507e18864cb519eec20927e0ae8ee6ba42,0x0000000000000000000000000000000000000000,0x32a88f097056c773569abb6a3cf8d88228466e00,32,10000000
0xa5f7e291802957cf2b57bc1d8bacb3580170313cccfefe1774ba10fdbffdade0,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,9,1866310
0xa5f7e291802957cf2b57bc1d8bacb3580170313cccfefe1774ba10fdbffdade0,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x76f5f933d1f58a95384b55bb5b41657069d22efd04adf9db6295b2ffe6b4cf57,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,19,2157862
0x76f5f933d1f58a95384b55bb5b41657069d22efd04adf9db6295b2ffe6b4cf57,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x991aa6f706bf1704ac57b2b120f16cb3beba6ec986d48d10b22b4db3d39111aa,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,19,2532280
0x991aa6f706bf1704ac57b2b120f16cb3beba6ec986d48d10b22b4db3d39111aa,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,10000000
0x63e956e91c38b19b6fa9867162acdda502f81df2bf56b674660b7b7d18c0af53,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,20000000
0x81d9cb5456ffc1909f3fd920a0271cee70f6b1e9d5a494ca67ee5add51b3014b,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,19,2488939
0x81d9cb5456ffc1909f3fd920a0271cee70f6b1e9d5a494ca67ee5add51b3014b,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,10000000
0x35ebb2716ea290369a5fd8ff443fb358f723a022cc474d2f50456adad5ea404f,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,19,2423572
0x35ebb2716ea290369a5fd8ff443fb358f723a022cc474d2f50456adad5ea404f,0x0000000000000000000000000000000000000000,0x9a14607407fca133a9fa354ec588b08b48a2d5e4,32,10000000
0x6b5cbffdbfc8ae7f669204af53ac490ae43d2d06fdeeb18853baf36a3b962659,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,19,2629347
0x6b5cbffdbfc8ae7f669204af53ac490ae43d2d06fdeeb18853baf36a3b962659,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,32,10000000
0x67fe1e6ca126e016332899ca6ea09b1ab72f05dd1485520e4c116d511dc21c81,0x0000000000000000000000000000000000000000,0x5302d0b614947ec0b2c3607c838ceb0262027560,32,20000000
0x5fd8902be520e92c67f5735b7a68dcbb5a7a6c4d3fa67613559b93a743701a79,0x0000000000000000000000000000000000000000,0xb5392dc04acba5855aed16877b2b7ae83117744e,32,20000000
0x80c410645b4ce37e34bd8391aaa85d93b238e5cc2cf5c051ee820fe629d0cca9,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xaf8a9105a52ed9af442fc60f56066b0860440c3a9c73da4ddf983fa42c0cd7f7,0x0000000000000000000000000000000000000000,0xb5392dc04acba5855aed16877b2b7ae83117744e,32,100000000
0x8cb39b7a1a5cdddabcdae808dec895c0cfd4e904e0c9cc580b6b8c5901d3cd2c,0x0000000000000000000000000000000000000000,0x5302d0b614947ec0b2c3607c838ceb0262027560,32,20000000
0xdbc1d9a570ac72419aba57a345a9bd79255a31419601d485ff48ae4ed54f35ea,0x0000000000000000000000000000000000000000,0xb5392dc04acba5855aed16877b2b7ae83117744e,32,20000000
0x42762569fd71cf61787768fab696d4f4ac1b565f40ea1679b7d4a79f3bbaa092,0x0000000000000000000000000000000000000000,0x5302d0b614947ec0b2c3607c838ceb0262027560,32,20000000
0x46aff08fe3102bdd70f754645c77764e18d5eb7aa96bf262f369017f21877656,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,20000000
0xc8e5f3827fc880e1e7bca702d993b98088f7c5907bdce02782c9bdc2cf9e6959,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,9,2520748
0xc8e5f3827fc880e1e7bca702d993b98088f7c5907bdce02782c9bdc2cf9e6959,0x0000000000000000000000000000000000000000,0xc24f97bb1d7a75d9f986c99dfcfa2a558058904c,32,10000000
0x763303a7bea581c35d65f5e9b500576397c5c37ea7d6f3af532c39a1fd0d6b99,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,7,2559712
0x763303a7bea581c35d65f5e9b500576397c5c37ea7d6f3af532c39a1fd0d6b99,0x0000000000000000000000000000000000000000,0x983961f34fc4cfc5eafec371cdba9d56ff8c1935,32,10000000
0xf86deae0ad532d441b5dcfe9ce8d53503cb980aa607f5793de4da5542b692796,0x0000000000000000000000000000000000000000,0x5302d0b614947ec0b2c3607c838ceb0262027560,9,2397733
0xf4c668455e2c0c229b09a0fa739e050bf5ae5a784e92830926b452b16dc69562,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,21312500
0xf4c668455e2c0c229b09a0fa739e050bf5ae5a784e92830926b452b16dc69562,0x0000000000000000000000000000000000000000,0x6f69f79cea418024b9e0acfd18bd8de26f9bbe39,32,10000000
